Aged 3rd H,,,,,
T (K),V (mm3),,,,
903.773230,131.819481,,,,
904.405005,131.822172,,,,
904.174231,131.823518,,,,
905.236182,131.824553,,,,
904.767676,131.824760,,,,
904.538611,131.825174,,,,
905.130286,131.827347,,,,
905.238013,131.827865,,,,
905.407263,131.830038,,,,
904.971594,131.830970,,,,
905.884680,131.831695,,,,
905.825049,131.833972,,,,
905.356543,131.834593,,,,
905.923926,131.837180,,,,
905.044775,131.837491,,,,
905.110632,131.839251,,,,
907.048499,131.841528,,,,
907.309241,131.841321,,,,
907.081335,131.842459,,,,
907.150793,131.844116,,,,
907.756995,131.846289,,,,
907.327124,131.848256,,,,
906.744727,131.850119,,,,
908.500952,131.850430,,,,
908.477820,131.851465,,,,
907.918921,131.850637,,,,
907.986609,131.851879,,,,
908.809668,131.854467,,,,
908.623755,131.856434,,,,
908.161047,131.858297,,,,
907.635840,131.857676,,,,
909.160315,131.857987,,,,
909.395056,131.859539,,,,
909.926917,131.864094,,,,
908.978796,131.864198,,,,
910.616187,131.863473,,,,
908.788367,131.865854,,,,
910.804724,131.868753,,,,
910.557593,131.869477,,,,
911.368384,131.869995,,,,
910.469458,131.874654,,,,
911.679602,131.873929,,,,
911.452795,131.874344,,,,
911.896399,131.875378,,,,
910.645544,131.875896,,,,
909.973242,131.876621,,,,
911.867957,131.877553,,,,
912.524756,131.881073,,,,
911.687537,131.881798,,,,
911.698218,131.886352,,,,
912.879248,131.884800,,,,
912.804541,131.885421,,,,
912.335303,131.885317,,,,
911.847510,131.886663,,,,
912.826880,131.889562,,,,
913.661902,131.891737,,,,
913.149451,131.890908,,,,
913.622961,131.891840,,,,
913.791785,131.893808,,,,
913.896521,131.894325,,,,
912.683813,131.895982,,,,
914.354773,131.898570,,,,
913.538428,131.898259,,,,
914.538611,131.902090,,,,
914.627478,131.902815,,,,
915.136206,131.904989,,,,
914.712744,131.904472,,,,
914.423193,131.906646,,,,
914.820105,131.907268,,,,
914.993262,131.909131,,,,
915.465552,131.909131,,,,
915.248206,131.908718,,,,
915.866858,131.912031,,,,
916.327490,131.914205,,,,
916.450842,131.913480,,,,
916.541357,131.915344,,,,
916.654883,131.916897,,,,
917.116370,131.916690,,,,
916.690527,131.920211,,,,
917.910498,131.921454,,,,
917.169592,131.920625,,,,
916.921118,131.923835,,,,
916.840491,131.924871,,,,
918.446204,131.926838,,,,
917.966223,131.927978,,,,
918.061255,131.930255,,,,
918.930457,131.931084,,,,
917.741858,131.928909,,,,
918.208533,131.934294,,,,
917.984106,131.933259,,,,
918.614661,131.933673,,,,
918.765356,131.935744,,,,
919.489050,131.937712,,,,
919.656531,131.940404,,,,
919.714209,131.942165,,,,
920.087439,131.942890,,,,
920.051062,131.944340,,,,
920.454382,131.943304,,,,
920.463293,131.943511,,,,
919.981848,131.948690,,,,
920.284216,131.947654,,,,
920.097083,131.949415,,,,
920.846045,131.950761,,,,
921.165991,131.949725,,,,
921.935950,131.954489,,,,
920.373694,131.954800,,,,
921.165015,131.957182,,,,
922.406287,131.954593,,,,
921.901343,131.957700,,,,
921.583289,131.958529,,,,
922.139685,131.961325,,,,
922.379675,131.962983,,,,
922.466528,131.964225,,,,
922.680884,131.965882,,,,
921.993506,131.965986,,,,
922.319556,131.965572,,,,
922.961523,131.967436,,,,
922.593115,131.968161,,,,
923.979895,131.970440,,,,
923.336157,131.974686,,,,
924.251624,131.975412,,,,
923.160864,131.974376,,,,
924.507361,131.976965,,,,
924.443823,131.976758,,,,
924.085120,131.978416,,,,
925.788794,131.981108,,,,
924.487952,131.983491,,,,
925.322607,131.986909,,,,
924.653479,131.984527,,,,
924.977454,131.984527,,,,
926.022437,131.986081,,,,
925.952490,131.987634,,,,
925.745398,131.988567,,,,
925.547339,131.988463,,,,
926.005652,131.993850,,,,
925.608374,131.991674,,,,
926.588599,131.997061,,,,
925.845496,131.997061,,,,
926.262122,131.996543,,,,
926.719458,131.998615,,,,
927.581702,132.000583,,,,
926.331213,132.002862,,,,
926.807898,132.001826,,,,
928.175757,132.004105,,,,
927.937170,132.004001,,,,
927.592322,132.004623,,,,
927.503821,132.006592,,,,
927.802771,132.008457,,,,
929.004980,132.008249,,,,
927.331519,132.009700,,,,
928.959998,132.010735,,,,
928.547156,132.011875,,,,
929.629004,132.016330,,,,
929.293127,132.016848,,,,
929.713721,132.015294,,,,
928.530371,132.018402,,,,
929.525549,132.021925,,,,
929.900977,132.022235,,,,
929.770300,132.022339,,,,
930.120154,132.022546,,,,
929.775610,132.024515,,,,
930.609656,132.024929,,,,
931.169531,132.028970,,,,
931.202246,132.029073,,,,
931.595251,132.031560,,,,
931.607581,132.030317,,,,
930.846289,132.031456,,,,
931.282629,132.033839,,,,
930.855933,132.035394,,,,
932.501929,132.035186,,,,
931.869849,132.038502,,,,
932.637000,132.037569,,,,
932.746497,132.039434,,,,
932.710242,132.039641,,,,
932.323645,132.042232,,,,
933.459692,132.045030,,,,
932.706702,132.044408,,,,
932.632666,132.046377,,,,
933.789587,132.048760,,,,
933.048254,132.048449,,,,
933.845251,132.050729,,,,
932.725317,132.051247,,,,
934.040259,132.052075,,,,
933.747229,132.054873,,,,
935.155249,132.054562,,,,
934.150488,132.055702,,,,
934.665808,132.058190,,,,
935.314124,132.057775,,,,
935.959570,132.057775,,,,
934.560828,132.061920,,,,
934.658728,132.062438,,,,
936.630591,132.060987,,,,
935.022131,132.065340,,,,
935.672949,132.066583,,,,
935.901343,132.068552,,,,
935.752356,132.069277,,,,
936.558264,132.070935,,,,
936.470129,132.074045,,,,
936.309668,132.074148,,,,
936.780371,132.075184,,,,
937.400977,132.075289,,,,
938.052222,132.078604,,,,
937.237830,132.077879,,,,
937.237830,132.081402,,,,
937.738501,132.081299,,,,
938.509497,132.085030,,,,
938.525305,132.085444,,,,
938.972815,132.084926,,,,
938.864539,132.086584,,,,
938.711218,132.086481,,,,
938.483008,132.089590,,,,
938.003760,132.089279,,,,
939.014258,132.089901,,,,
940.246313,132.092700,,,,
939.948645,132.093217,,,,
939.850073,132.095705,,,,
938.989478,132.098607,,,,
938.760535,132.097570,,,,
940.127539,132.101094,,,,
940.133582,132.100265,,,,
940.708533,132.102338,,,,
940.261267,132.103063,,,,
940.642432,132.105033,,,,
940.467322,132.106899,,,,
941.093237,132.107935,,,,
941.322119,132.109386,,,,
941.110876,132.109593,,,,
941.146033,132.112288,,,,
942.361304,132.111252,,,,
942.796973,132.111771,,,,
943.353796,132.115087,,,,
941.728613,132.115502,,,,
942.741492,132.114362,,,,
942.297278,132.120062,,,,
942.872595,132.119855,,,,
942.530310,132.122343,,,,
942.378088,132.120477,,,,
943.147925,132.124727,,,,
943.998328,132.125660,,,,
942.621008,132.125764,,,,
944.035315,132.126697,,,,
944.684241,132.127733,,,,
944.014319,132.131465,,,,
944.412512,132.132087,,,,
944.245459,132.133953,,,,
944.283301,132.133020,,,,
944.791541,132.135197,,,,
944.962195,132.136130,,,,
944.758093,132.137581,,,,
944.699194,132.138722,,,,
945.208105,132.140276,,,,
945.456030,132.141002,,,,
946.248816,132.142661,,,,
945.607336,132.144526,,,,
946.334998,132.147119,,,,
945.827917,132.148259,,,,
946.063452,132.146082,,,,
946.773291,132.148570,,,,
947.094885,132.149296,,,,
947.015906,132.150954,,,,
946.237402,132.152095,,,,
947.599097,132.154998,,,,
947.991614,132.156657,,,,
948.389502,132.155101,,,,
947.309241,132.157486,,,,
948.546667,132.157589,,,,
948.601111,132.160285,,,,
948.803198,132.163292,,,,
948.057532,132.164329,,,,
948.832068,132.165158,,,,
949.241248,132.165780,,,,
949.334143,132.167957,,,,
950.325110,132.170446,,,,
949.922278,132.170031,,,,
949.482520,132.171586,,,,
949.127905,132.172623,,,,
950.100378,132.174489,,,,
950.857825,132.176563,,,,
948.894507,132.177911,,,,
951.090186,132.177703,,,,
951.101538,132.176563,,,,
949.831946,132.181644,,,,
950.268042,132.181747,,,,
950.450598,132.182888,,,,
951.204321,132.183925,,,,
951.164832,132.186102,,,,
952.147314,132.186621,,,,
951.770911,132.189110,,,,
950.565466,132.190665,,,,
952.418982,132.190872,,,,
951.743689,132.189939,,,,
952.738257,132.192946,,,,
951.544653,132.193154,,,,
952.001624,132.197509,,,,
952.583105,132.197405,,,,
952.036719,132.199064,,,,
952.845190,132.200827,,,,
953.556250,132.200412,,,,
953.519324,132.204145,,,,
952.938208,132.205494,,,,
954.716589,132.204664,,,,
953.650854,132.204871,,,,
954.038245,132.208086,,,,
954.603491,132.207257,,,,
954.865515,132.210368,,,,
955.374548,132.212856,,,,
954.764746,132.212130,,,,
955.039893,132.213583,,,,
954.819922,132.214931,,,,
954.142493,132.214516,,,,
955.837012,132.217109,,,,
955.301855,132.218768,,,,
956.212805,132.221049,,,,
956.070044,132.223124,,,,
955.766028,132.222916,,,,
955.681128,132.223227,,,,
956.800452,132.224783,,,,
956.497412,132.225405,,,,
957.626868,132.231524,,,,
958.073340,132.229450,,,,
957.396521,132.229968,,,,
958.263281,132.233287,,,,
957.352026,132.232665,,,,
957.405493,132.233599,,,,
958.293860,132.236710,,,,
957.973425,132.236606,,,,
958.454871,132.238681,,,,
957.368689,132.239407,,,,
957.881628,132.239096,,,,
958.155432,132.242829,,,,
958.734045,132.245733,,,,
958.960669,132.246045,,,,
959.174048,132.243244,,,,
960.129370,132.245630,,,,
959.196814,132.249986,,,,
958.298193,132.251023,,,,
960.061072,132.251127,,,,
960.607703,132.252891,,,,
959.175085,132.256313,,,,
959.783057,132.254654,,,,
961.002173,132.255795,,,,
960.472205,132.256832,,,,
961.720862,132.259529,,,,
960.880652,132.256832,,,,
961.040686,132.262226,,,,
961.295996,132.264612,,,,
961.550330,132.265235,,,,
962.250586,132.265753,,,,
961.761816,132.267413,,,,
962.034644,132.267413,,,,
962.699683,132.269902,,,,
962.457800,132.270628,,,,
961.954199,132.272184,,,,
962.014563,132.271977,,,,
963.742102,132.273844,,,,
962.757483,132.273637,,,,
962.663000,132.274674,,,,
962.885840,132.274985,,,,
963.387366,132.277267,,,,
963.375159,132.278201,,,,
964.011084,132.279031,,,,
963.446814,132.283077,,,,
963.235327,132.281833,,,,
963.870520,132.285774,,,,
964.384192,132.286708,,,,
964.556128,132.288990,,,,
964.823340,132.288264,,,,
965.603979,132.289405,,,,
965.150732,132.291273,,,,
965.583960,132.291273,,,,
966.227209,132.295319,,,,
965.467688,132.296460,,,,
965.850195,132.295319,,,,
965.833594,132.297186,,,,
966.809424,132.301648,,,,
965.657202,132.299677,,,,
966.262976,132.302063,,,,
966.558936,132.303930,,,,
967.153113,132.304449,,,,
967.184485,132.306835,,,,
966.839819,132.305071,,,,
966.362524,132.307873,,,,
967.190771,132.309325,,,,
966.934973,132.309222,,,,
968.334387,132.313164,,,,
967.024146,132.314721,,,,
968.188757,132.315655,,,,
968.088354,132.317419,,,,
968.683386,132.317315,,,,
968.885474,132.318145,,,,
969.833472,132.319286,,,,
968.315222,132.321777,,,,
968.907446,132.321361,,,,
970.172522,132.325097,,,,
969.534399,132.324993,,,,
969.265723,132.327068,,,,
969.359106,132.326653,,,,
970.540198,132.325823,,,,
970.957678,132.328002,,,,
970.913184,132.332153,,,,
970.475012,132.334747,,,,
970.493384,132.334747,,,,
971.275000,132.334643,,,,
970.532446,132.337964,,,,
971.660071,132.338483,,,,
971.105078,132.338172,,,,
970.969885,132.340454,,,,
971.407385,132.341492,,,,
971.950171,132.343568,,,,
972.766333,132.344398,,,,
972.244604,132.345332,,,,
972.098242,132.346785,,,,
971.938818,132.347615,,,,
973.143469,132.348964,,,,
973.551001,132.349482,,,,
973.852332,132.352596,,,,
973.102454,132.353426,,,,
972.636572,132.354775,,,,
973.493445,132.356643,,,,
973.867773,132.356643,,,,
974.051489,132.358511,,,,
973.641455,132.359965,,,,
973.994971,132.361937,,,,
974.669531,132.364116,,,,
975.269263,132.362870,,,,
974.372717,132.364324,,,,
975.518896,132.368578,,,,
974.699927,132.367022,,,,
974.857581,132.368890,,,,
976.622046,132.370966,,,,
975.156897,132.372730,,,,
975.797278,132.371381,,,,
975.514563,132.372107,,,,
976.310522,132.374910,,,,
976.194800,132.374391,,,,
976.088843,132.375740,,,,
976.874121,132.379788,,,,
976.730811,132.381241,,,,
976.842017,132.381760,,,,
976.761938,132.383421,,,,
976.987280,132.387157,,,,
976.674963,132.387572,,,,
977.321204,132.388195,,,,
977.609106,132.388507,,,,
977.629065,132.389752,,,,
977.462927,132.389648,,,,
977.607214,132.393177,,,,
978.462805,132.394734,,,,
979.157202,132.398160,,,,
978.381934,132.397122,,,,
978.494971,132.398471,,,,
978.879126,132.401274,,,,
978.804419,132.400236,,,,
979.463965,132.404596,,,,
979.318823,132.403869,,,,
979.485754,132.403869,,,,
979.210242,132.405011,,,,
979.981726,132.406361,,,,
980.165991,132.406568,,,,
980.295325,132.408437,,,,
980.419592,132.410512,,,,
980.266699,132.411758,,,,
980.787085,132.414042,,,,
981.170996,132.413627,,,,
980.600256,132.416015,,,,
981.355017,132.416430,,,,
981.283850,132.418402,,,,
982.422888,132.419440,,,,
981.770056,132.420686,,,,
982.925513,132.420894,,,,
981.827429,132.422866,,,,
982.010474,132.425150,,,,
982.637427,132.427226,,,,
982.449866,132.428369,,,,
982.391638,132.427746,,,,
982.736304,132.429926,,,,
983.187659,132.432314,,,,
983.205115,132.431275,,,,
984.439734,132.434494,,,,
983.904395,132.434805,,,,
984.698218,132.435636,,,,
983.894080,132.437193,,,,
983.832495,132.438543,,,,
984.091772,132.439893,,,,
984.582007,132.442904,,,,
984.826575,132.440620,,,,
984.923682,132.443942,,,,
986.060522,132.445811,,,,
985.087622,132.446745,,,,
985.137000,132.447368,,,,
985.265417,132.447472,,,,
985.284521,132.450898,,,,
985.765784,132.452456,,,,
986.122107,132.452456,,,,
985.640112,132.455778,,,,
986.261755,132.454636,,,,
986.481055,132.457232,,,,
986.183691,132.458478,,,,
986.779272,132.460243,,,,
987.567969,132.460036,,,,
987.208289,132.462112,,,,
987.357275,132.463670,,,,
987.936316,132.464085,,,,
987.380652,132.466058,,,,
987.743018,132.468239,,,,
987.987341,132.468342,,,,
988.262061,132.470108,,,,
988.164954,132.472393,,,,
988.326147,132.472496,,,,
988.549658,132.473846,,,,
988.889136,132.474988,,,,
988.806799,132.474677,,,,
989.084875,132.478207,,,,
989.226050,132.479038,,,,
989.268591,132.481219,,,,
989.625281,132.480907,,,,
990.014075,132.483399,,,,
989.619177,132.484542,,,,
990.247046,132.486307,,,,
990.304236,132.485269,,,,
990.327490,132.488280,,,,
990.626135,132.489839,,,,
990.952612,132.490668,,,,
991.033057,132.491707,,,,
991.192236,132.492123,,,,
991.155127,132.494304,,,,
991.428687,132.496173,,,,
991.047827,132.497523,,,,
991.915747,132.498562,,,,
992.108801,132.500120,,,,
992.014380,132.499912,,,,
992.826758,132.502820,,,,
992.080176,132.501677,,,,
992.750769,132.504586,,,,
992.800818,132.504689,,,,
992.870032,132.506870,,,,
993.231482,132.508428,,,,
993.305945,132.509778,,,,
993.280005,132.511024,,,,
993.963110,132.511544,,,,
993.736670,132.513517,,,,
993.841284,132.515698,,,,
994.065344,132.515179,,,,
994.208838,132.517153,,,,
994.517371,132.517672,,,,
994.626440,132.521826,,,,
994.850256,132.522346,,,,
995.013770,132.523177,,,,
994.849402,132.525150,,,,
995.066504,132.525877,,,,
995.545996,132.527436,,,,
995.467383,132.527955,,,,
995.815588,132.530655,,,,
996.111121,132.532006,,,,
996.100806,132.532006,,,,
996.061194,132.534083,,,,
996.319556,132.536265,,,,
996.402319,132.536161,,,,
996.705786,132.538550,,,,
996.853552,132.538238,,,,
997.300757,132.540004,,,,
996.964819,132.539900,,,,
997.603125,132.542393,,,,
997.377600,132.543744,,,,
997.908911,132.544575,,,,
997.963110,132.546133,,,,
998.130652,132.548833,,,,
998.258582,132.549664,,,,
998.450232,132.551846,,,,
998.481177,132.550081,,,,
998.767859,132.553093,,,,
999.104468,132.554547,,,,
999.099402,132.554443,,,,
999.514624,132.556833,,,,
999.477515,132.558703,,,,
999.628394,132.558807,,,,
999.709631,132.561404,,,,
999.940894,132.561716,,,,
1000.188391,132.563066,,,,
1000.177283,132.563793,,,,
1000.492346,132.565871,,,,
1000.710669,132.567845,,,,
1000.790808,132.568468,,,,
1001.095313,132.570338,,,,
1000.991675,132.570962,,,,
1001.312720,132.571481,,,,
1001.430884,132.573247,,,,
1001.805212,132.573871,,,,
1001.667883,132.576156,,,,
1001.850867,132.577923,,,,
1002.079443,132.577819,,,,
1002.149268,132.579377,,,,
1002.313086,132.580832,,,,
1002.557104,132.581351,,,,
1002.812354,132.583741,,,,
1002.908911,132.585092,,,,
1003.135474,132.586650,,,,
1003.275183,132.589352,,,,
1003.420081,132.588832,,,,
1003.709692,132.589455,,,,
1003.727942,132.591533,,,,
1004.068152,132.593196,,,,
1004.218970,132.595170,,,,
1004.226660,132.595793,,,,
1004.421484,132.595898,,,,
1004.715430,132.597664,,,,
1004.947729,132.599846,,,,
1005.189978,132.600885,,,,
1004.973669,132.601405,,,,
1005.161597,132.602859,,,,
1005.498267,132.603275,,,,
1005.590491,132.605769,,,,
1005.852148,132.606288,,,,
1005.991736,132.608366,,,,
1006.014319,132.609302,,,,
1006.435278,132.611692,,,,
1006.328467,132.612419,,,,
1006.520422,132.613146,,,,
1006.696143,132.615433,,,,
1007.166174,132.615952,,,,
1007.065466,132.618135,,,,
1007.159277,132.619070,,,,
1007.349524,132.620005,,,,
1007.576086,132.621148,,,,
1007.718909,132.623330,,,,
1007.729956,132.623850,,,,
1008.079504,132.624889,,,,
1008.217993,132.625825,,,,
1008.288489,132.626968,,,,
1008.549292,132.629046,,,,
1008.882239,132.630813,,,,
1008.724951,132.631125,,,,
1009.035376,132.632475,,,,
1009.172339,132.635697,,,,
1009.273596,132.636009,,,,
1009.629736,132.638296,,,,
1009.723730,132.638191,,,,
1009.962561,132.639127,,,,
1010.058997,132.641829,,,,
1010.330847,132.642245,,,,
1010.439124,132.644635,,,,
1010.786475,132.645259,,,,
1010.655737,132.647025,,,,
1010.908606,132.648688,,,,
1011.198340,132.650144,,,,
1011.172522,132.650352,,,,
1011.321082,132.651910,,,,
1011.728613,132.652014,,,,
1011.742468,132.655236,,,,
1012.048376,132.655132,,,,
1012.050208,132.657107,,,,
1012.401648,132.659186,,,,
1012.401648,132.660537,,,,
1012.733191,132.661265,,,,
1012.823340,132.662200,,,,
1012.867346,132.664591,,,,
1012.960974,132.664799,,,,
1013.327856,132.667294,,,,
1013.351904,132.668021,,,,
1013.531348,132.668437,,,,
1013.661963,132.670516,,,,
1013.872351,132.672387,,,,
1014.125708,132.672075,,,,
1014.416052,132.672387,,,,
1014.536963,132.675089,,,,
1014.590491,132.676545,,,,
1014.887488,132.677272,,,,
1014.973364,132.677584,,,,
1015.060034,132.680391,,,,
1015.212073,132.680806,,,,
1015.497839,132.681326,,,,
1015.579260,132.684445,,,,
1015.672156,132.685588,,,,
1015.893591,132.686524,,,,
1016.181799,132.687875,,,,
1016.310706,132.688499,,,,
1016.582861,132.690993,,,,
1016.648840,132.692865,,,,
1016.512244,132.694320,,,,
1016.859045,132.695672,,,,
1017.241553,132.696712,,,,
1017.179846,132.697023,,,,
1017.304419,132.699830,,,,
1017.673254,132.700870,,,,
1017.858496,132.701805,,,,
1017.957129,132.703157,,,,
1018.081458,132.703677,,,,
1018.118445,132.707107,,,,
1018.407263,132.706172,,,,
1018.699744,132.708251,,,,
1018.769202,132.708979,,,,
1018.927771,132.710226,,,,
1019.091589,132.711786,,,,
1019.366064,132.713345,,,,
1019.462134,132.713969,,,,
1019.655615,132.716464,,,,
1019.790381,132.716984,,,,
1019.868262,132.718232,,,,
1020.145972,132.719480,,,,
1020.343298,132.720936,,,,
1020.566809,132.722598,,,,
1020.659460,132.723742,,,,
1020.758887,132.725095,,,,
1020.911414,132.726342,,,,
1021.126318,132.727797,,,,
1021.215552,132.729253,,,,
1021.457129,132.730293,,,,
1021.660986,132.731540,,,,
1021.858191,132.733516,,,,
1021.965979,132.734764,,,,
1022.068823,132.737052,,,,
1022.359106,132.737052,,,,
1022.522681,132.738715,,,,
1022.694922,132.738611,,,,
1022.840552,132.741834,,,,
1022.996436,132.741107,,,,
1023.145239,132.742250,,,,
1023.301917,132.743706,,,,
1023.363013,132.746098,,,,
1023.634192,132.747657,,,,
1023.755652,132.748282,,,,
1024.093665,132.750257,,,,
1023.993018,132.752544,,,,
1024.300818,132.752130,,,,
1024.538916,132.753897,,,,
1024.584265,132.756913,,,,
1024.795691,132.756809,,,,
1024.725439,132.757329,,,,
1025.028418,132.758992,,,,
1025.178015,132.760864,,,,
1025.446814,132.762944,,,,
1025.518652,132.763047,,,,
1025.632483,132.763984,,,,
1026.063513,132.766896,,,,
1026.073889,132.767624,,,,
1026.201208,132.767935,,,,
1026.521948,132.768975,,,,
1026.441626,132.771263,,,,
1026.704077,132.771575,,,,
1026.936865,132.773032,,,,
1027.034155,132.774696,,,,
1027.318030,132.776359,,,,
1027.289832,132.777192,,,,
1027.767798,132.778544,,,,
1027.679785,132.779791,,,,
1027.771277,132.781871,,,,
1028.026038,132.781352,,,,
1028.203833,132.783640,,,,
1028.486609,132.786760,,,,
1028.597998,132.788112,,,,
1028.770544,132.788320,,,,
1028.861121,132.788528,,,,
1029.149084,132.791856,,,,
1029.249060,132.792688,,,,
1029.436987,132.793416,,,,
1029.678076,132.795289,,,,
1029.829321,132.795392,,,,
1029.947974,132.797161,,,,
1030.123877,132.799033,,,,
1030.369788,132.799761,,,,
1030.480933,132.801841,,,,
1030.716650,132.802985,,,,
1030.855017,132.803714,,,,
1030.817480,132.804546,,,,
1031.132605,132.806106,,,,
1031.311133,132.806314,,,,
1031.467322,132.807562,,,,
1031.696143,132.808394,,,,
1031.687659,132.811307,,,,
1032.153052,132.812035,,,,
1031.934485,132.813595,,,,
1032.323523,132.815259,,,,
1032.553198,132.815572,,,,
1032.636084,132.817964,,,,
1032.792273,132.819316,,,,
1033.025305,132.819836,,,,
1033.089148,132.819732,,,,
1033.269995,132.822437,,,,
1033.446692,132.822749,,,,
1033.764136,132.824621,,,,
1033.881873,132.826078,,,,
1033.964392,132.827847,,,,
1034.083228,132.827326,,,,
1034.390173,132.830135,,,,
1034.511389,132.830655,,,,
1034.498633,132.830863,,,,
1034.803015,132.833776,,,,
1034.891821,132.834920,,,,
1035.039282,132.837313,,,,
1035.098181,132.837729,,,,
1035.486060,132.839810,,,,
1035.512549,132.840434,,,,
1035.624243,132.842098,,,,
1035.933142,132.842306,,,,
1036.051428,132.844491,,,,
1036.314856,132.845220,,,,
1036.563696,132.846572,,,,
1036.737524,132.849069,,,,
1036.775305,132.850525,,,,
1036.852026,132.851565,,,,
1037.077917,132.853855,,,,
1037.257727,132.854687,,,,
1037.481665,132.855623,,,,
1037.519202,132.856040,,,,
1037.788428,132.858224,,,,
1037.919531,132.859577,,,,
1038.174475,132.860930,,,,
1038.226416,132.862906,,,,
1038.525366,132.864051,,,,
1038.672705,132.863739,,,,
1038.771582,132.865404,,,,
1038.786780,132.867276,,,,
1039.093604,132.867589,,,,
1039.388281,132.869357,,,,
1039.366980,132.869565,,,,
1039.539709,132.872271,,,,
1039.640173,132.874872,,,,
1039.971411,132.873624,,,,
1040.117957,132.876121,,,,
1040.290808,132.877994,,,,
1040.362280,132.879034,,,,
1040.678748,132.880282,,,,
1040.749609,132.882468,,,,
1040.945288,132.883197,,,,
1041.099463,132.885173,,,,
1041.229346,132.887359,,,,
1041.427893,132.887567,,,,
1041.729163,132.888399,,,,
1041.845862,132.890272,,,,
1041.962378,132.891625,,,,
1042.164832,132.892458,,,,
1042.212256,132.893498,,,,
1042.495642,132.895475,,,,
1042.691504,132.896516,,,,
1042.652258,132.898077,,,,
1042.935522,132.898389,,,,
1043.052771,132.898805,,,,
1043.300330,132.901823,,,,
1043.348914,132.902656,,,,
1043.490942,132.904217,,,,
1043.871741,132.904945,,,,
1043.951758,132.905674,,,,
1044.101599,132.907339,,,,
1044.173804,132.908380,,,,
1044.359900,132.909732,,,,
1044.518896,132.910773,,,,
1044.717749,132.913167,,,,
1044.965186,132.915249,,,,
1045.064795,132.916289,,,,
1045.273718,132.917017,,,,
1045.516638,132.918579,,,,
1045.615515,132.921076,,,,
1045.751257,132.922326,,,,
1045.968909,132.921805,,,,
1046.212805,132.924927,,,,
1046.197424,132.925656,,,,
1046.504187,132.925760,,,,
1046.579077,132.928778,,,,
1046.892554,132.929298,,,,
1046.948462,132.932004,,,,
1047.120154,132.932109,,,,
1047.339087,132.933670,,,,
1047.386755,132.934086,,,,
1047.710486,132.935023,,,,
1047.881140,132.937937,,,,
1047.902319,132.939082,,,,
1048.057837,132.938458,,,,
1048.240820,132.941164,,,,
1048.420264,132.942517,,,,
1048.605261,132.943245,,,,
1048.755530,132.945431,,,,
1049.043494,132.946993,,,,
1049.114600,132.947618,,,,
1049.301306,132.949283,,,,
1049.584998,132.951469,,,,
1049.544165,132.952198,,,,
1049.909888,132.953655,,,,
1050.063574,132.954592,,,,
1050.062415,132.955632,,,,
1050.254492,132.957090,,,,
1050.456335,132.958235,,,,
1050.515784,132.959901,,,,
1050.897498,132.961150,,,,
1050.865210,132.961879,,,,
1051.007849,132.963023,,,,
1051.273352,132.964377,,,,
1051.452307,132.966667,,,,
1051.676855,132.967708,,,,
1051.772803,132.969789,,,,
1051.926428,132.970831,,,,
1052.121436,132.971456,,,,
1052.289954,132.972496,,,,
1052.341833,132.974995,,,,
1052.628516,132.975204,,,,
1052.823340,132.977182,,,,
1052.918433,132.978223,,,,
1053.022620,132.979784,,,,
1053.326270,132.980305,,,,
1053.392371,132.981346,,,,
1053.565100,132.983740,,,,
1053.696509,132.984885,,,,
1053.947485,132.985302,,,,
1054.188269,132.986655,,,,
1054.243994,132.988321,,,,
1054.464331,132.989258,,,,
1054.639014,132.990195,,,,
1054.768530,132.991236,,,,
1054.966895,132.993423,,,,
1055.137061,132.993526,,,,
1055.226965,132.996234,,,,
1055.373511,132.997171,,,,
1055.668188,133.000294,,,,
1055.788489,133.001023,,,,
1055.950049,133.002481,,,,
1056.174658,133.002168,,,,
1056.268652,133.003730,,,,
1056.346716,133.004147,,,,
1056.554907,133.006645,,,,
1056.751196,133.007374,,,,
1057.007117,133.009665,,,,
1057.007849,133.011122,,,,
1057.153601,133.012580,,,,
1057.563147,133.012997,,,,
1057.718054,133.015392,,,,
1057.711279,133.015184,,,,
1058.008459,133.017682,,,,
1058.085303,133.019036,,,,
1058.337744,133.020182,,,,
1058.554297,133.020806,,,,
1058.587134,133.022680,,,,
1058.748938,133.024242,,,,
1058.843542,133.025596,,,,
1059.093115,133.027263,,,,
1059.222815,133.027991,,,,
1059.447729,133.029554,,,,
1059.473914,133.031012,,,,
1059.772437,133.032156,,,,
1059.825659,133.033198,,,,
1060.254614,133.033718,,,,
1060.279944,133.036635,,,,
1060.510840,133.038300,,,,
1060.617529,133.037676,,,,
1060.889014,133.039134,,,,
1060.973425,133.040800,,,,
1061.200964,133.041424,,,,
1061.389441,133.043820,,,,
1061.410498,133.045903,,,,
1061.685217,133.045695,,,,
1061.906653,133.046632,,,,
1061.867651,133.047673,,,,
1062.028540,133.050485,,,,
1062.265112,133.050277,,,,
1062.480444,133.051631,,,,
1062.484778,133.054234,,,,
1062.701086,133.056109,,,,
1062.958838,133.057567,,,,
1062.998633,133.058192,,,,
1063.271338,133.058400,,,,
1063.433630,133.060587,,,,
1063.722571,133.061733,,,,
1063.844031,133.063921,,,,
1063.851050,133.063607,,,,
1064.134070,133.065691,,,,
1064.248022,133.067878,,,,
1064.346106,133.068502,,,,
1064.679663,133.069128,,,,
1064.756445,133.069961,,,,
1064.955725,133.071419,,,,
1065.039221,133.072356,,,,
1065.374548,133.072669,,,,
