Aged 2nd H,,,,,,,
T (K),V (mm3),,,,,,
1007.615393,132.606513,,,,,,
1007.693640,132.608178,,,,,,
1007.614661,132.607866,,,,,,
1008.501929,132.612343,,,,,,
1008.097266,132.609636,,,,,,
1008.245337,132.614321,,,,,,
1008.703284,132.615050,,,,,,
1008.898352,132.615987,,,,,,
1008.873328,132.617757,,,,,,
1009.107520,132.618903,,,,,,
1008.983740,132.619318,,,,,,
1009.248633,132.621297,,,,,,
1009.550513,132.622859,,,,,,
1010.391516,132.624004,,,,,,
1010.083655,132.625462,,,,,,
1010.117163,132.626711,,,,,,
1010.017310,132.628689,,,,,,
1010.350684,132.629939,,,,,,
1011.309058,132.629627,,,,,,
1010.750098,132.632959,,,,,,
1010.820776,132.635354,,,,,,
1011.138037,132.637229,,,,,,
1011.268530,132.637228,,,,,,
1011.297949,132.638998,,,,,,
1011.533240,132.640561,,,,,,
1011.718298,132.641393,,,,,,
1012.038123,132.641706,,,,,,
1012.042883,132.644413,,,,,,
1012.288000,132.643579,,,,,,
1012.303442,132.646183,,,,,,
1012.607703,132.647433,,,,,,
1012.702124,132.649099,,,,,,
1012.719336,132.650453,,,,,,
1013.133643,132.652952,,,,,,
1013.264014,132.653057,,,,,,
1013.312048,132.653890,,,,,,
1013.799170,132.656597,,,,,,
1013.506262,132.658159,,,,,,
1013.996741,132.659097,,,,,,
1014.105811,132.660867,,,,,,
1014.300818,132.660242,,,,,,
1014.347083,132.663366,,,,,,
1014.377234,132.663366,,,,,,
1015.101111,132.666490,,,,,,
1014.801428,132.666386,,,,,,
1015.079688,132.668677,,,,,,
1015.198218,132.670552,,,,,,
1015.523291,132.670448,,,,,,
1015.861548,132.672323,,,,,,
1015.941565,132.672843,,,,,,
1015.941565,132.675448,,,,,,
1015.861487,132.674926,,,,,,
1016.384131,132.676384,,,,,,
1016.449377,132.678364,,,,,,
1016.522375,132.680134,,,,,,
1016.767920,132.681384,,,,,,
1016.783240,132.681696,,,,,,
1017.124792,132.684196,,,,,,
1017.438818,132.685134,,,,,,
1017.362402,132.685550,,,,,,
1017.587012,132.686383,,,,,,
1017.746802,132.688883,,,,,,
1017.962927,132.690966,,,,,,
1018.180945,132.691903,,,,,,
1018.110693,132.693362,,,,,,
1018.491431,132.695133,,,,,,
1018.511694,132.695653,,,,,,
1018.612830,132.697007,,,,,,
1018.853186,132.699091,,,,,,
1019.232153,132.700236,,,,,,
1019.046057,132.701590,,,,,,
1019.392432,132.702528,,,,,,
1019.511633,132.705132,,,,,,
1019.743994,132.705445,,,,,,
1019.927405,132.706903,,,,,,
1019.956396,132.706590,,,,,,
1020.100623,132.707215,,,,,,
1020.493872,132.710340,,,,,,
1020.599158,132.712007,,,,,,
1020.711523,132.713570,,,,,,
1020.955664,132.715028,,,,,,
1021.100500,132.715548,,,,,,
1021.346472,132.716799,,,,,,
1021.447668,132.718674,,,,,,
1021.678931,132.719611,,,,,,
1021.790320,132.720133,,,,,,
1022.061743,132.721903,,,,,,
1021.776526,132.723258,,,,,,
1022.254492,132.724820,,,,,,
1022.413000,132.727112,,,,,,
1022.589270,132.728883,,,,,,
1022.822119,132.729821,,,,,,
1023.148596,132.731071,,,,,,
1022.937109,132.731904,,,,,,
1023.422583,132.732321,,,,,,
1023.490088,132.733675,,,,,,
1023.657080,132.735238,,,,,,
1023.749426,132.736071,,,,,,
1023.979712,132.738364,,,,,,
1024.019202,132.740134,,,,,,
1024.168250,132.740447,,,,,,
1024.509619,132.742010,,,,,,
1024.380164,132.743052,,,,,,
1024.769629,132.744406,,,,,,
1025.061621,132.746073,,,,,,
1025.053870,132.747636,,,,,,
1025.246375,132.750241,,,,,,
1025.339758,132.751491,,,,,,
1025.585303,132.751700,,,,,,
1025.814429,132.752950,,,,,,
1026.025916,132.754720,,,,,,
1025.856360,132.754929,,,,,,
1026.262793,132.756180,,,,,,
1026.369055,132.758159,,,,,,
1026.657019,132.760243,,,,,,
1026.734045,132.759721,,,,,,
1026.924658,132.763056,,,,,,
1027.178442,132.762848,,,,,,
1027.362585,132.764202,,,,,,
1027.363196,132.767433,,,,,,
1027.581458,132.767953,,,,,,
1027.630042,132.770454,,,,,,
1028.061133,132.771392,,,,,,
1028.292639,132.771704,,,,,,
1028.378821,132.773059,,,,,,
1028.385046,132.775143,,,,,,
1028.625952,132.777436,,,,,,
1028.908667,132.777332,,,,,,
1028.977332,132.777957,,,,,,
1029.032813,132.779207,,,,,,
1029.285742,132.781396,,,,,,
1029.343604,132.781917,,,,,,
1029.659033,132.784209,,,,,,
1029.899268,132.784834,,,,,,
1029.918799,132.787231,,,,,,
1030.152808,132.786189,,,,,,
1030.329016,132.789628,,,,,,
1030.388403,132.790149,,,,,,
1030.621008,132.791920,,,,,,
1030.868750,132.793275,,,,,,
1030.829321,132.794526,,,,,,
1030.966772,132.796610,,,,,,
1031.420386,132.798382,,,,,,
1031.364844,132.799319,,,,,,
1031.648291,132.800049,,,,,,
1031.684851,132.800779,,,,,,
1031.790076,132.803280,,,,,,
1032.112585,132.804634,,,,,,
1032.175024,132.804530,,,,,,
1032.452307,132.806824,,,,,,
1032.715918,132.806614,,,,,,
1032.867224,132.809220,,,,,,
1032.914160,132.810471,,,,,,
1033.243445,132.813180,,,,,,
1033.484106,132.813389,,,,,,
1033.410681,132.815057,,,,,,
1033.429480,132.816202,,,,,,
1033.703528,132.818704,,,,,,
1033.843115,132.819329,,,,,,
1034.116431,132.820476,,,,,,
1034.486609,132.821831,,,,,,
1034.574622,132.822769,,,,,,
1034.637549,132.824541,,,,,,
1034.695837,132.826104,,,,,,
1034.933386,132.827251,,,,,,
1035.174048,132.827564,,,,,,
1035.144080,132.830169,,,,,,
1035.475806,132.831733,,,,,,
1035.647253,132.832879,,,,,,
1035.805090,132.834651,,,,,,
1035.953223,132.836006,,,,,,
1036.007849,132.836840,,,,,,
1036.348792,132.838195,,,,,,
1036.382788,132.839029,,,,,,
1036.604834,132.840905,,,,,,
1036.922766,132.841114,,,,,,
1036.890112,132.843199,,,,,,
1037.174841,132.845804,,,,,,
1037.279639,132.845596,,,,,,
1037.415137,132.846951,,,,,,
1037.633215,132.847264,,,,,,
1037.810583,132.848306,,,,,,
1038.040381,132.851016,,,,,,
1038.104590,132.851538,,,,,,
1038.209448,132.853727,,,,,,
1038.452185,132.856021,,,,,,
1038.556067,132.856854,,,,,,
1038.784460,132.857688,,,,,,
1038.858435,132.859877,,,,,,
1039.090125,132.861858,,,,,,
1039.117346,132.861962,,,,,,
1039.466528,132.862796,,,,,,
1039.718481,132.864151,,,,,,
1039.795996,132.866966,,,,,,
1039.876135,132.866653,,,,,,
1040.027625,132.869259,,,,,,
1040.248938,132.871032,,,,,,
1040.433691,132.872179,,,,,,
1040.648230,132.872908,,,,,,
1040.869482,132.873743,,,,,,
1040.915625,132.874055,,,,,,
1040.995215,132.876141,,,,,,
1041.323218,132.877183,,,,,,
1041.532507,132.878330,,,,,,
1041.760596,132.880624,,,,,,
1041.717200,132.881144,,,,,,
1041.927222,132.883647,,,,,,
1041.951208,132.884481,,,,,,
1042.344214,132.886253,,,,,,
1042.369788,132.888130,,,,,,
1042.681982,132.888443,,,,,,
1042.837805,132.889485,,,,,,
1042.901221,132.890840,,,,,,
1043.132056,132.893447,,,,,,
1043.252844,132.893343,,,,,,
1043.433875,132.894802,,,,,,
1043.548621,132.895845,,,,,,
1043.770117,132.898348,,,,,,
1043.998450,132.898973,,,,,,
1044.079199,132.900954,,,,,,
1044.155676,132.901997,,,,,,
1044.395605,132.902102,,,,,,
1044.749182,132.903978,,,,,,
1044.782385,132.905751,,,,,,
1044.948096,132.907106,,,,,,
1045.180212,132.909192,,,,,,
1045.191931,132.909296,,,,,,
1045.386633,132.911799,,,,,,
1045.567664,132.913571,,,,,,
1045.750464,132.914718,,,,,,
1045.899146,132.915343,,,,,,
1046.177954,132.917429,,,,,,
1046.273962,132.918681,,,,,,
1046.392065,132.921809,,,,,,
1046.534094,132.920453,,,,,,
1046.725989,132.922226,,,,,,
1047.017920,132.923477,,,,,,
1047.166113,132.924832,,,,,,
1047.216040,132.925876,,,,,,
1047.553931,132.927649,,,,,,
1047.569250,132.929004,,,,,,
1047.834021,132.930568,,,,,,
1047.963965,132.931611,,,,,,
1048.103369,132.933176,,,,,,
1048.287390,132.934531,,,,,,
1048.475195,132.936721,,,,,,
1048.595068,132.937242,,,,,,
1048.816565,132.937868,,,,,,
1048.937964,132.940163,,,,,,
1048.965979,132.940372,,,,,,
1049.119910,132.941101,,,,,,
1049.539771,132.942874,,,,,,
1049.632117,132.944126,,,,,,
1049.754675,132.945064,,,,,,
1049.854468,132.947880,,,,,,
1050.134924,132.948297,,,,,,
1050.290747,132.950071,,,,,,
1050.307227,132.951426,,,,,,
1050.638770,132.950592,,,,,,
1050.692236,132.953408,,,,,,
1050.845801,132.952886,,,,,,
1051.088293,132.955285,,,,,,
1051.209570,132.956433,,,,,,
1051.444617,132.959144,,,,,,
1051.565039,132.959353,,,,,,
1051.763525,132.961960,,,,,,
1051.902625,132.963837,,,,,,
1052.025549,132.964046,,,,,,
1052.167151,132.966967,,,,,,
1052.423438,132.968740,,,,,,
1052.664160,132.969574,,,,,,
1052.697852,132.971452,,,,,,
1052.987830,132.971764,,,,,,
1053.199927,132.973121,,,,,,
1053.286108,132.974059,,,,,,
1053.410071,132.974998,,,,,,
1053.585791,132.977710,,,,,,
1053.791663,132.978649,,,,,,
1053.993262,132.980735,,,,,,
1054.151587,132.981153,,,,,,
1054.254187,132.983134,,,,,,
1054.444800,132.984281,,,,,,
1054.610876,132.985221,,,,,,
1054.705054,132.987515,,,,,,
1054.950842,132.988141,,,,,,
1055.284644,132.990436,,,,,,
1055.384375,132.990436,,,,,,
1055.539526,132.992626,,,,,,
1055.729163,132.993774,,,,,,
1055.776648,132.994088,,,,,,
1055.993384,132.996695,,,,,,
1056.107764,132.998676,,,,,,
1056.339697,132.999511,,,,,,
1056.308691,133.000137,,,,,,
1056.614844,133.001806,,,,,,
1056.796912,133.002537,,,,,,
1056.921606,133.004206,,,,,,
1057.186560,133.005249,,,,,,
1057.271887,133.005771,,,,,,
1057.457312,133.006709,,,,,,
1057.461768,133.006292,,,,,,
1057.743445,133.009110,,,,,,
1057.909399,133.011613,,,,,,
1058.153906,133.012656,,,,,,
1058.345129,133.013595,,,,,,
1058.488135,133.014325,,,,,,
1058.448462,133.016620,,,,,,
1058.733618,133.017142,,,,,,
1058.911353,133.019437,,,,,,
1059.066992,133.019124,,,,,,
1059.096472,133.022880,,,,,,
1059.400977,133.023193,,,,,,
1059.616797,133.024654,,,,,,
1059.631934,133.025801,,,,,,
1059.854590,133.026323,,,,,,
1060.134558,133.028097,,,,,,
1060.407751,133.030288,,,,,,
1060.519324,133.031645,,,,,,
1060.624243,133.032061,,,,,,
1060.676489,133.033627,,,,,,
1060.961462,133.035192,,,,,,
1061.052039,133.035192,,,,,,
1061.247351,133.037905,,,,,,
1061.449316,133.040096,,,,,,
1061.663977,133.039261,,,,,,
1061.748511,133.042287,,,,,,
1061.925146,133.042704,,,,,,
1062.129126,133.042913,,,,,,
1062.281104,133.045104,,,,,,
1062.489844,133.046773,,,,,,
1062.566077,133.048965,,,,,,
1062.566687,133.049904,,,,,,
1062.993506,133.053347,,,,,,
1063.056860,133.053764,,,,,,
1063.366919,133.055851,,,,,,
1063.419836,133.055852,,,,,,
1063.583289,133.057000,,,,,,
1063.707251,133.058043,,,,,,
1063.924475,133.058774,,,,,,
1064.000037,133.060235,,,,,,
1064.209814,133.062217,,,,,,
1064.502356,133.063469,,,,,,
1064.548865,133.064930,,,,,,
1064.827429,133.065139,,,,,,
1065.033484,133.067957,,,,,,
1065.164282,133.068791,,,,,,
1065.178503,133.069731,,,,,,
1065.545081,133.072757,,,,,,
1065.664221,133.072653,,,,,,
1065.818701,133.072757,,,,,,
1065.993079,133.075366,,,,,,
1066.139563,133.076201,,,,,,
1066.256140,133.076514,,,,,,
1066.515967,133.078706,,,,,,
1066.521887,133.079958,,,,,,
1066.876807,133.081836,,,,,,
1066.912512,133.082879,,,,,,
1067.228918,133.084862,,,,,,
1067.242224,133.085906,,,,,,
1067.368872,133.086532,,,,,,
1067.478613,133.088515,,,,,,
1067.782324,133.089559,,,,,,
1068.042151,133.091855,,,,,,
1068.107153,133.093108,,,,,,
1068.257178,133.093943,,,,,,
1068.399939,133.096447,,,,,,
1068.473242,133.096656,,,,,,
1068.721167,133.098222,,,,,,
1068.902441,133.100413,,,,,,
1069.108313,133.101144,,,,,,
1069.261633,133.102710,,,,,,
1069.385779,133.103336,,,,,,
1069.637854,133.104484,,,,,,
1069.974097,133.105528,,,,,,
1069.860205,133.107511,,,,,,
1070.047522,133.108659,,,,,,
1070.370337,133.110642,,,,,,
1070.458899,133.111164,,,,,,
1070.572607,133.113565,,,,,,
1070.729529,133.113043,,,,,,
1070.999304,133.116279,,,,,,
1071.018469,133.118887,,,,,,
1071.419653,133.119097,,,,,,
1071.453223,133.119723,,,,,,
1071.733069,133.120140,,,,,,
1071.879065,133.122124,,,,,,
1071.925146,133.123585,,,,,,
1071.996130,133.124107,,,,,,
1072.233679,133.125568,,,,,,
1072.527380,133.127657,,,,,,
1072.637915,133.129431,,,,,,
1072.794714,133.130475,,,,,,
1072.927649,133.132771,,,,,,
1073.114355,133.133294,,,,,,
1073.186072,133.135172,,,,,,
