Aged 1st H,,,,,,,
T (K),V (mm3),,,,,,
1008.460730,132.596934,,,,,,
1007.583167,132.598704,,,,,,
1007.703467,132.599954,,,,,,
1008.840491,132.600995,,,,,,
1008.858374,132.602764,,,,,,
1009.183569,132.606513,,,,,,
1009.076086,132.605576,,,,,,
1008.822913,132.607241,,,,,,
1009.201575,132.608595,,,,,,
1009.519019,132.608283,,,,,,
1010.029150,132.609844,,,,,,
1010.096960,132.607241,,,,,,
1009.896582,132.612551,,,,,,
1009.765906,132.614217,,,,,,
1010.074622,132.615674,,,,,,
1010.528113,132.616299,,,,,,
1010.312781,132.617341,,,,,,
1010.654272,132.619631,,,,,,
1010.455664,132.622026,,,,,,
1009.994727,132.621922,,,,,,
1011.184546,132.623379,,,,,,
1011.978064,132.625670,,,,,,
1011.759009,132.627544,,,,,,
1011.198523,132.628377,,,,,,
1012.186926,132.629106,,,,,,
1012.869482,132.629523,,,,,,
1012.260107,132.631293,,,,,,
1012.424902,132.632542,,,,,,
1013.822791,132.634000,,,,,,
1013.194067,132.636708,,,,,,
1013.601172,132.637436,,,,,,
1012.819250,132.638998,,,,,,
1014.184546,132.638478,,,,,,
1013.221411,132.639831,,,,,,
1013.552893,132.643059,,,,,,
1013.410376,132.643163,,,,,,
1014.011572,132.645142,,,,,,
1014.139990,132.646496,,,,,,
1013.656897,132.646809,,,,,,
1014.393835,132.647850,,,,,,
1014.360205,132.648474,,,,,,
1014.379980,132.651494,,,,,,
1014.540930,132.654098,,,,,,
1014.532019,132.653786,,,,,,
1014.940039,132.654827,,,,,,
1016.275000,132.656597,,,,,,
1016.245764,132.658472,,,,,,
1015.703223,132.659722,,,,,,
1015.859412,132.661805,,,,,,
1015.613867,132.660034,,,,,,
1016.067114,132.663991,,,,,,
1017.141577,132.666178,,,,,,
1016.327307,132.666490,,,,,,
1017.280188,132.668261,,,,,,
1016.937354,132.665761,,,,,,
1016.949316,132.671073,,,,,,
1016.997290,132.671698,,,,,,
1017.411169,132.671906,,,,,,
1017.710425,132.674093,,,,,,
1018.382788,132.674614,,,,,,
1017.837195,132.677739,,,,,,
1018.045630,132.680550,,,,,,
1017.918677,132.680238,,,,,,
1018.188879,132.679821,,,,,,
1018.458044,132.681488,,,,,,
1018.751440,132.682946,,,,,,
1019.211096,132.684716,,,,,,
1019.315771,132.685342,,,,,,
1019.854712,132.686592,,,,,,
1019.167273,132.687737,,,,,,
1019.833167,132.688050,,,,,,
1019.702246,132.692841,,,,,,
1019.820471,132.692112,,,,,,
1020.240698,132.693674,,,,,,
1020.118811,132.695965,,,,,,
1021.088904,132.697424,,,,,,
1020.348486,132.697841,,,,,,
1021.711646,132.700028,,,,,,
1021.076086,132.700028,,,,,,
1021.711035,132.702944,,,,,,
1020.649451,132.701486,,,,,,
1021.095007,132.701486,,,,,,
1021.028052,132.703049,,,,,,
1021.261267,132.706695,,,,,,
1021.804297,132.706903,,,,,,
1021.955847,132.708674,,,,,,
1022.742957,132.711799,,,,,,
1023.172217,132.710340,,,,,,
1022.658850,132.712945,,,,,,
1022.665869,132.713257,,,,,,
1022.868079,132.717007,,,,,,
1022.721533,132.718048,,,,,,
1024.264319,132.717945,,,,,,
1023.486182,132.721695,,,,,,
1023.118079,132.720445,,,,,,
1023.451941,132.722424,,,,,,
1024.467932,132.726174,,,,,,
1023.980322,132.725341,,,,,,
1023.451086,132.727529,,,,,,
1024.396887,132.728466,,,,,,
1024.355872,132.730446,,,,,,
1024.431921,132.730342,,,,,,
1024.166785,132.731904,,,,,,
1024.575720,132.734196,,,,,,
1025.813208,132.735030,,,,,,
1025.305823,132.738572,,,,,,
1025.409338,132.735863,,,,,,
1025.540076,132.738572,,,,,,
1025.975867,132.740552,,,,,,
1025.788306,132.742218,,,,,,
1027.166113,132.743052,,,,,,
1026.254675,132.742323,,,,,,
1026.684912,132.745344,,,,,,
1025.850073,132.746490,,,,,,
1026.857397,132.750241,,,,,,
1027.279211,132.749095,,,,,,
1027.052222,132.749199,,,,,,
1027.474097,132.753470,,,,,,
1028.566321,132.754929,,,,,,
1027.721228,132.754929,,,,,,
1028.846838,132.757013,,,,,,
1027.580054,132.758368,,,,,,
1028.368994,132.758993,,,,,,
1028.642371,132.759826,,,,,,
1028.743323,132.761806,,,,,,
1028.533179,132.763369,,,,,,
1028.776831,132.763369,,,,,,
1028.751990,132.764515,,,,,,
1029.821021,132.764202,,,,,,
1028.540015,132.767433,,,,,,
1029.272131,132.769829,,,,,,
1029.773657,132.769829,,,,,,
1030.016577,132.772434,,,,,,
1029.772986,132.773268,,,,,,
1030.291541,132.775664,,,,,,
1030.602454,132.776498,,,,,,
1030.374731,132.776811,,,,,,
1031.482947,132.777227,,,,,,
1030.125769,132.780978,,,,,,
1030.547827,132.780562,,,,,,
1031.131812,132.781708,,,,,,
1031.948279,132.783167,,,,,,
1030.825293,132.785563,,,,,,
1031.765295,132.786606,,,,,,
1031.723608,132.788794,,,,,,
1032.277747,132.788377,,,,,,
1032.119788,132.789940,,,,,,
1032.447485,132.794109,,,,,,
1032.872046,132.793900,,,,,,
1033.893225,132.795359,,,,,,
1033.874304,132.796401,,,,,,
1033.165320,132.796297,,,,,,
1033.244666,132.799840,,,,,,
1033.684912,132.801300,,,,,,
1033.635352,132.803072,,,,,,
1033.763586,132.801925,,,,,,
1033.844153,132.804114,,,,,,
1033.843542,132.804217,,,,,,
1034.437415,132.807553,,,,,,
1034.579932,132.807865,,,,,,
1034.689185,132.809429,,,,,,
1034.647375,132.810575,,,,,,
1034.847083,132.810158,,,,,,
1034.815161,132.812763,,,,,,
1035.240881,132.814848,,,,,,
1034.741919,132.816203,,,,,,
1035.493445,132.815995,,,,,,
1035.744849,132.817349,,,,,,
1035.623572,132.819851,,,,,,
1036.064185,132.821518,,,,,,
1037.443518,132.822039,,,,,,
1036.643286,132.821310,,,,,,
1036.398718,132.825062,,,,,,
1036.469458,132.825896,,,,,,
1036.870947,132.826625,,,,,,
1037.316260,132.829336,,,,,,
1036.912695,132.830170,,,,,,
1037.226294,132.829544,,,,,,
1037.526099,132.833713,,,,,,
1037.640417,132.833296,,,,,,
1037.879065,132.834964,,,,,,
1038.074988,132.837466,,,,,,
1038.311743,132.837883,,,,,,
1038.642371,132.838508,,,,,,
1038.962500,132.841322,,,,,,
1038.854285,132.842260,,,,,,
1039.022070,132.842677,,,,,,
1038.981177,132.843928,,,,,,
1039.370520,132.845388,,,,,,
1039.558752,132.846743,,,,,,
1039.429480,132.849661,,,,,,
1039.764990,132.850391,,,,,,
1039.845740,132.852060,,,,,,
1040.597327,132.853205,,,,,,
1040.215979,132.854561,,,,,,
1040.315710,132.855499,,,,,,
1040.415808,132.857584,,,,,,
1040.533789,132.858105,,,,,,
1040.818457,132.859981,,,,,,
1041.133582,132.860502,,,,,,
1041.208533,132.863839,,,,,,
1041.393835,132.863630,,,,,,
1041.344458,132.864672,,,,,,
1041.919165,132.867487,,,,,,
1041.903967,132.868634,,,,,,
1042.051917,132.868738,,,,,,
1042.075598,132.870302,,,,,,
1042.373389,132.872179,,,,,,
1042.560706,132.872804,,,,,,
1043.010657,132.873847,,,,,,
1042.778479,132.875202,,,,,,
1043.132361,132.876036,,,,,,
1043.157080,132.877600,,,,,,
1043.022314,132.879477,,,,,,
1043.899939,132.878330,,,,,,
1043.938452,132.881979,,,,,,
1043.766455,132.881353,,,,,,
1043.989722,132.883438,,,,,,
1044.333777,132.884793,,,,,,
1044.310095,132.886357,,,,,,
1044.174109,132.887296,,,,,,
1044.857947,132.888651,,,,,,
1044.846716,132.890528,,,,,,
1045.135413,132.893030,,,,,,
1045.317297,132.893969,,,,,,
1045.532080,132.894073,,,,,,
1045.522803,132.896158,,,,,,
1045.718542,132.897514,,,,,,
1045.762549,132.898660,,,,,,
1046.017493,132.900329,,,,,,
1046.466040,132.902831,,,,,,
1046.646033,132.903665,,,,,,
1046.731055,132.904291,,,,,,
1046.608862,132.905959,,,,,,
1046.804175,132.906272,,,,,,
1047.117651,132.906689,,,,,,
1047.328223,132.907211,,,,,,
1047.497290,132.910130,,,,,,
1047.566138,132.911485,,,,,,
1047.829199,132.912216,,,,,,
1048.076453,132.914197,,,,,,
1047.963599,132.915552,,,,,,
1048.342261,132.917117,,,,,,
1048.570654,132.918368,,,,,,
1048.628455,132.919619,,,,,,
1048.709937,132.919619,,,,,,
1049.009375,132.922852,,,,,,
1049.121619,132.923895,,,,,,
1049.327917,132.925667,,,,,,
1049.384497,132.926606,,,,,,
1049.637793,132.927753,,,,,,
1049.729224,132.929213,,,,,,
1049.858191,132.930360,,,,,,
1050.080725,132.930986,,,,,,
1050.277380,132.932967,,,,,,
1050.357947,132.934219,,,,,,
1050.559790,132.935366,,,,,,
1050.706030,132.936513,,,,,,
1050.997839,132.938285,,,,,,
1051.040991,132.939641,,,,,,
1051.298865,132.939746,,,,,,
1051.468420,132.942144,,,,,,
1051.538916,132.942874,,,,,,
1051.795813,132.944439,,,,,,
1051.908545,132.946003,,,,,,
1052.001135,132.947255,,,,,,
1052.283484,132.948402,,,,,,
1052.435095,132.948506,,,,,,
1052.485327,132.951426,,,,,,
1052.742224,132.953616,,,,,,
1052.857458,132.954450,,,,,,
1053.188025,132.956537,,,,,,
1053.306067,132.957162,,,,,,
1053.459387,132.957684,,,,,,
1053.647986,132.959561,,,,,,
1053.810339,132.962586,,,,,,
1053.994238,132.963733,,,,,,
1053.988257,132.963942,,,,,,
1054.402625,132.964985,,,,,,
1054.366187,132.966862,,,,,,
1054.695044,132.968218,,,,,,
1054.884802,132.969366,,,,,,
1054.899084,132.970096,,,,,,
1055.253271,132.971034,,,,,,
1055.298926,132.972078,,,,,,
1055.514075,132.974163,,,,,,
1055.594641,132.975415,,,,,,
1055.775061,132.976041,,,,,,
1055.870886,132.977188,,,,,,
1055.980933,132.979797,,,,,,
1056.354285,132.980526,,,,,,
1056.324805,132.981257,,,,,,
1056.553381,132.982717,,,,,,
1056.721777,132.985116,,,,,,
1056.789404,132.985116,,,,,,
1057.024878,132.985429,,,,,,
1057.185645,132.988558,,,,,,
1057.415198,132.989601,,,,,,
1057.496436,132.991792,,,,,,
1057.733618,132.992000,,,,,,
1058.030676,132.993357,,,,,,
1058.058447,132.995130,,,,,,
1058.368262,132.996590,,,,,,
1058.522925,132.997738,,,,,,
1058.504614,132.998155,,,,,,
1058.625525,132.999512,,,,,,
1058.941138,133.002537,,,,,,
1059.161902,133.004519,,,,,,
1059.231238,133.004936,,,,,,
1059.436621,133.005458,,,,,,
1059.695593,133.007335,,,,,,
1059.724585,133.007753,,,,,,
1059.996008,133.009005,,,,,,
1060.142432,133.010570,,,,,,
1060.221594,133.011613,,,,,,
1060.417883,133.011717,,,,,,
1060.494971,133.013804,,,,,,
1060.758826,133.015264,,,,,,
1060.854407,133.015682,,,,,,
1061.150305,133.016934,,,,,,
1061.276221,133.019437,,,,,,
1061.398108,133.021211,,,,,,
1061.673621,133.022254,,,,,,
1061.701392,133.022358,,,,,,
1061.968359,133.024863,,,,,,
1062.015784,133.025698,,,,,,
1062.387976,133.027471,,,,,,
1062.544958,133.028410,,,,,,
1062.739233,133.030392,,,,,,
1062.820410,133.031122,,,,,,
1062.994177,133.032687,,,,,,
1063.141577,133.034461,,,,,,
1063.262549,133.035713,,,,,,
1063.322058,133.036548,,,,,,
1063.712866,133.037383,,,,,,
1063.808875,133.039783,,,,,,
1063.772498,133.040513,,,,,,
1064.163672,133.041139,,,,,,
1064.184973,133.042391,,,,,,
1064.401160,133.044478,,,,,,
1064.540320,133.045000,,,,,,
1064.909583,133.046565,,,,,,
1064.929602,133.047922,,,,,,
1064.994788,133.049173,,,,,,
1065.145605,133.050426,,,,,,
1065.386328,133.051887,,,,,,
1065.546912,133.051887,,,,,,
1065.697913,133.055121,,,,,,
1065.752051,133.056269,,,,,,
1066.080603,133.057000,,,,,,
1066.242346,133.058565,,,,,,
1066.444434,133.059817,,,,,,
1066.632361,133.061069,,,,,,
1066.832434,133.062426,,,,,,
1066.951453,133.064617,,,,,,
1067.169165,133.065661,,,,,,
1067.246863,133.067539,,,,,,
1067.503394,133.068896,,,,,,
1067.612097,133.069939,,,,,,
1067.729468,133.071818,,,,,,
1067.936682,133.072444,,,,,,
1068.140051,133.072653,,,,,,
1068.289404,133.073801,,,,,,
1068.412573,133.076201,,,,,,
1068.630042,133.077766,,,,,,
1068.847876,133.077871,,,,,,
1068.926062,133.079436,,,,,,
1068.884009,133.080375,,,,,,
1069.235815,133.081940,,,,,,
1069.484351,133.084967,,,,,,
1069.629492,133.084758,,,,,,
1069.782996,133.084341,,,,,,
1069.933020,133.086324,,,,,,
1070.115149,133.088307,,,,,,
1070.287085,133.088725,,,,,,
1070.255469,133.090603,,,,,,
1070.656287,133.091334,,,,,,
1070.640295,133.092377,,,,,,
1071.031531,133.094047,,,,,,
1071.021887,133.095925,,,,,,
1071.284155,133.096865,,,,,,
1071.237158,133.098848,,,,,,
1071.646338,133.101457,,,,,,
1071.552710,133.100518,,,,,,
1072.036536,133.102919,,,,,,
1072.077063,133.105319,,,,,,
1072.262305,133.105841,,,,,,
1072.478674,133.106989,,,,,,
1072.562964,133.108867,,,,,,
1072.879675,133.109285,,,,,,
1072.908362,133.110538,,,,,,
1073.095313,133.112207,,,,,,
1073.033789,133.112730,,,,,,
1073.247717,133.112938,,,,,,
